id,history,comedy,animation,action,romance,documentary,mystery,crime,science fiction,fantasy,drama,western,horror,adventure,family,thriller,music,foreign,war
9447,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
9448,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9452,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9453,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9454,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9455,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
9457,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
9464,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9465,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9470,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9471,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9476,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9477,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9479,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9480,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
9481,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9486,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9487,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9488,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9489,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9490,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9502,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9504,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
9506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9509,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9515,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9529,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
9530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9531,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9533,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9535,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9538,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9540,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
9541,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9543,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9548,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
9549,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9556,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9559,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9560,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9562,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9566,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9567,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9570,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
9571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9573,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9574,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9582,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9584,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9586,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9593,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9594,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9599,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9604,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9607,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9615,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9616,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
9618,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9619,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9620,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9621,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9626,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9631,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
9637,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9645,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9651,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9654,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9655,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9662,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9663,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9664,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9667,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
9669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9679,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9685,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9691,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
9693,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
9697,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
9700,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9703,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9705,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9708,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9722,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9726,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9738,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9739,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9740,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
9741,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
9746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9759,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
9760,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9766,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9767,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9769,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9770,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9777,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9779,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9785,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
9787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9794,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9801,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9804,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9809,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9819,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9823,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9824,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9825,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9826,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9828,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9829,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9833,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
9835,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9836,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
9838,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9842,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9844,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9849,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
9869,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9870,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9872,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
9877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9879,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9880,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9882,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9884,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9886,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
9889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9894,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9895,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9896,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9903,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9906,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9907,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9910,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9913,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
9919,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9920,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9922,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9923,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9928,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9932,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9944,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9946,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
9947,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9950,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9952,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9954,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
9958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9959,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9962,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9963,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9966,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9972,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
9975,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9978,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9980,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
9981,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9986,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9989,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9992,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10003,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10012,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10013,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10015,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10016,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10017,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
10022,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
10023,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10025,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10027,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10029,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10047,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10054,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10057,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10061,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10068,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10077,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10083,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10090,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10093,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
10096,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10110,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10117,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
10127,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10128,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
10132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10136,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10137,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10138,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10139,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10140,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10142,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10145,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
10147,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10149,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10159,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10163,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10184,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10185,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
10186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10187,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10188,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
10189,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10191,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10192,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10195,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10196,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10197,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10198,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10199,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10200,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
10201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10202,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10204,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10206,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10207,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10208,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
10216,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10217,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10220,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10229,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10249,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
10253,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
10263,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10269,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10288,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10303,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10312,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10315,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10317,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10320,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
10323,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10329,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
10330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10336,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
10337,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10339,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10345,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10349,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10351,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10362,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10364,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10366,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10368,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10379,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10384,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10385,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10386,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
10388,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
10397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10398,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
10400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10403,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10424,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
10425,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
10426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10427,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
10428,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
10431,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10436,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
